sample_id,selection_group,selection_role,selection_tier,cluster,cluster_medoid_grid_id,four_file_representative_cluster,grid_id,grid_row,grid_col,center_lon,center_lat,center_x_3003,center_y_3003,macroblock_id,distance_stratum,distance_percentile,distance_to_medoid_k7,second_nearest_cluster,second_nearest_distance,assignment_margin,relative_assignment_margin,cleanup_cluster,cleanup_changed,spatial_component_id,spatial_component_size,same_label_neighbor_share,stratum_population,stratum_sample_size,inclusion_probability,within_cluster_weight,citywide_nonmedoid_weight,built_frac,avg_height_m,facade_to_site_ratio,uwg_treecover,uwg_grasscover,charlength_m,road_frac,green_pct,tree_canopy_pct,tree_count,tree_density_ha,tree_mean_height_m,building_count,height_valid_footprint_frac
C2_distance_stratified_random_9462,probability_sample,distance_stratified_random,preferred,2,10026,2,9462,97,111,7.717974820555443,45.095243587447264,1399150.0,4994350.0,9_11,D25_50,0.358974358974359,0.7426673646745307,1,1.5191796163391529,0.7765122516646219,0.5111391986260482,2,False,C2_component_0024,267,1.0,244.0,3.0,0.0122950819672131,0.0834188034188034,0.0076831034699918,0.097811498333964,12.07684057607607,0.2830463019641628,0.0683554507248279,0.3864930774632959,500,0.2161084250777892,45.484852818812385,6.835545072482797,487,19.48,16.257328990228014,174,0.9856133203666506
C2_distance_stratified_random_8348,probability_sample,distance_stratified_random,preferred,2,10026,2,8348,86,120,7.729629403078135,45.085472095998625,1400050.0,4993250.0,8_12,D50_75,0.5661538461538461,0.8916149101336283,1,1.0807179224793266,0.1891030123456972,0.1749790656861385,2,False,C2_component_0024,267,0.5,244.0,3.0,0.0122950819672131,0.0834188034188034,0.0076831034699918,0.0934837153518284,7.909692167857072,0.2481385577844305,0.0409692628574548,0.2723992358083917,500,0.220784081627319,31.33684986658466,4.096926285745484,332,13.28,14.017142857142858,335,0.9551974853763512
C2_distance_stratified_random_8484,probability_sample,distance_stratified_random,preferred,2,10026,2,8484,88,41,7.629232260115782,45.086111040980114,1392150.0,4993450.0,8_4,D50_75,0.6030769230769231,0.9253379524335652,1,1.0851934740760552,0.1598555216424889,0.1473060108277849,2,False,C2_component_0029,160,1.0,244.0,3.0,0.0122950819672131,0.0834188034188034,0.0076831034699918,0.0730893522241656,10.830425287544188,0.1951446173310605,0.050043402652408,0.388289566876583,500,0.1845985706963626,43.83329695289911,5.004340265240806,582,23.28,11.658333333333331,140,0.9785991636212308
C2_distance_stratified_random_9176,probability_sample,distance_stratified_random,preferred,2,10026,2,9176,94,120,7.729469734041429,45.09267161481361,1400050.0,4994050.0,9_12,D50_75,0.721025641025641,1.0669564660397834,0,1.812052154680076,0.7450956886402924,0.411188875947029,2,False,C2_component_0024,267,0.75,244.0,3.0,0.0122950819672131,0.0834188034188034,0.0076831034699918,0.029797217150908,5.307089968799874,0.0363693000687621,0.0899513381125743,0.1898164021944711,500,0.1234833146149997,27.97677403070455,8.995133811257435,1673,66.92,11.333333333333334,45,0.9821840984912265
C2_distance_stratified_random_3659,probability_sample,distance_stratified_random,preferred,2,10026,2,3659,46,84,7.684723798294654,45.048956936987416,1396450.0,4989250.0,4_8,D75_95,0.9056410256410256,1.5966345340380057,4,1.9499290641187508,0.3532945300807426,0.1811832730645564,2,False,C2_component_0017,70,1.0,195.0,3.0,0.0153846153846153,0.0666666666666666,0.0061401851501983,0.1256747932805639,12.25547274674728,0.1602165751666589,0.1505043700908961,0.1315035019816978,500,0.2581573711655877,28.200787207259403,15.050437009089618,1070,42.8,15.409413369713509,153,0.9749753276643972
C2_distance_stratified_random_7382,probability_sample,distance_stratified_random,preferred,2,10026,2,7382,78,105,7.71073636653574,45.078058984268225,1398550.0,4992450.0,7_10,D75_95,0.7897435897435897,1.2145085662166577,4,1.8829290155670595,0.6684204493504011,0.3549897228330196,2,False,C2_component_0024,267,1.0,195.0,3.0,0.0153846153846153,0.0666666666666666,0.0061401851501983,0.1016233093755921,7.475341501170576,0.1318143078761899,0.1113917487494678,0.0817127486773724,500,0.2650756238383524,19.31044974268403,11.139174874946784,497,19.88,16.807773109243698,111,0.9799639608023424
C2_distance_stratified_random_8703,probability_sample,distance_stratified_random,preferred,2,10026,2,8703,90,49,7.639351991263978,45.08803243105216,1392950.0,4993650.0,9_4,D75_95,0.9466666666666668,1.8836960471565949,1,2.374966011306677,0.491269964150081,0.2068534715070681,2,False,C2_component_0029,160,1.0,195.0,3.0,0.0153846153846153,0.0666666666666666,0.0061401851501983,0.0143809199653177,5.590599550740151,0.0303604603743026,0.1164270312180991,0.5239035219384948,500,0.0826763349296781,64.0330553156594,11.642703121809914,1296,51.84,11.704819277108436,48,0.9149623620546994
C2_distance_stratified_random_4735,probability_sample,distance_stratified_random,preferred,2,10026,2,4735,57,42,7.631168944132258,45.05822917841101,1392250.0,4990350.0,5_4,D95_100,0.962051282051282,1.9786981642911592,4,2.5397592582727286,0.5610610939815663,0.2209111324839267,2,False,C2_component_0020,36,1.0,49.0,3.0,0.0612244897959183,0.0167521367521367,0.0015429183197934,0.0473556031603189,9.035470018658977,0.0928926417155714,0.1683951271439976,0.1514112807750431,500,0.323733911381206,31.980640791904076,16.839512714399767,1255,50.2,14.954986760812004,69,0.8453993691637324
C2_distance_stratified_random_7392,probability_sample,distance_stratified_random,block_only,2,10026,2,7392,78,115,7.72343810656734,45.0782017262489,1399550.0,4992450.0,7_11,D95_100,0.9548717948717949,1.9381372630822575,4,1.998251751377471,0.0601144882952129,0.0300835409020778,2,False,C2_component_0024,267,0.75,49.0,3.0,0.0612244897959183,0.0167521367521367,0.0015429183197934,0.04195717239364,24.88794914670891,0.2473397474179455,0.0802789792638529,0.3678357354438936,500,0.1343527269349796,44.81147147077465,8.027897926385291,640,25.6,14.06907894736842,42,0.9756084895096429
C2_distance_stratified_random_8599,probability_sample,distance_stratified_random,block_only,2,10026,2,8599,89,50,7.640643699143573,45.087147657327286,1393050.0,4993550.0,8_5,D95_100,0.964102564102564,1.99738761643023,1,2.681947236599751,0.6845596201695201,0.2552472363466121,2,False,C2_component_0029,160,1.0,49.0,3.0,0.0612244897959183,0.0167521367521367,0.0015429183197934,0.0137998513660354,4.868715787944612,0.0292335420493622,0.132939284151131,0.494882834634459,500,0.0882813249476751,62.782211878559,13.293928415113104,1364,54.56,15.659619450317123,49,0.9141175626843256
C2_risk_boundary_3538,purposive_stress,risk_boundary,not_applicable,2,10026,2,3538,45,63,7.658085315435572,45.04774674328853,1394350.0,4989150.0,4_6,D50_75,0.597948717948718,0.9210328157311874,4,0.9213707581849532,0.0003379424537653,0.0003667822651883,2,False,C2_component_0016,46,0.5,,,,0.0,0.0,0.1335818128592212,15.332529849977954,0.3779668433755748,0.1019535640766079,0.1407846621754709,500,0.2707442197256675,24.27382262520788,10.195356407660787,603,24.12,14.613675213675211,95,0.8981247559255189
C2_risk_cleanup_8230,purposive_stress,risk_cleanup,not_applicable,2,10026,2,8230,85,111,7.718216488958098,45.084444358871465,1399150.0,4993150.0,8_11,D75_95,0.9415384615384615,1.8564876333776736,1,1.9813780465310096,0.124890413153335,0.0630320969650354,1,True,C2_component_0028,1,0.0,,,,0.0,0.0,0.0027301777629731,7.710189051145982,0.0113281968367962,0.0917617227089575,0.574945997307917,500,0.046968173424411,66.67077200168745,9.176172270895751,1055,42.2,11.940092165898616,5,0.993373251232866
C2_risk_morphology_extreme_4840,purposive_stress,risk_morphology_extreme,not_applicable,2,10026,2,4840,58,43,7.632417172824984,45.0591443053344,1392350.0,4990450.0,5_4,D95_100,1.0,3.2671801998390673,4,3.522709794911519,0.2555295950724452,0.0725377933321536,2,False,C2_component_0020,36,0.75,,,,0.0,0.0,0.0540198735042713,9.70410080595074,0.1130332791792064,0.2311076811590006,0.0634011147552222,500,0.3580720220011333,29.45087959142229,23.11076811590007,1679,67.16,15.521794871794873,91,0.950199455984348
C3_distance_stratified_random_954,probability_sample,distance_stratified_random,preferred,3,10925,4,954,19,61,7.656094386870521,45.024318903972386,1394150.0,4986550.0,1_6,D00_25,0.0448750637429882,0.3461261233747018,5,1.1664010337023558,0.8202749103276539,0.7032529006974225,3,False,C3_component_0004,174,1.0,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.1574571638040007,12.36843133855606,0.4048360904579361,0.0255229482738728,0.0968562491582096,500,0.2932719924961447,12.23791974320825,2.552294827387287,171,6.84,11.53048780487805,238,0.9383196573419068
C3_distance_stratified_random_10466,probability_sample,distance_stratified_random,preferred,3,10925,4,10466,107,53,7.644071262814499,45.103391319813866,1393350.0,4995350.0,10_5,D00_25,0.2493625701172871,0.565959510695763,2,0.9860734762633842,0.4201139655676205,0.4260473237345311,3,False,C3_component_0045,180,0.75,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.1916225755285484,10.51361091877159,0.3912472496807201,0.0320245134010453,0.2358163419587765,500,0.3028920109095817,26.78408553598218,3.20245134010453,172,6.88,15.118012422360248,177,0.9772432727498784
C3_distance_stratified_random_10804,probability_sample,distance_stratified_random,preferred,3,10925,4,10804,110,76,7.673234987248974,45.1064344675592,1395650.0,4995650.0,11_7,D00_25,0.0168281489036206,0.2634172958343965,5,1.1588939717462612,0.8954766759118646,0.7726993993786417,3,False,C3_component_0036,430,1.0,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.255529752471564,11.162503073842188,0.3920299134348798,0.0150013027162528,0.1210743797961452,500,0.2878111549132616,13.607568251239806,1.5001302716252871,85,3.4,14.451219512195122,192,0.9423476767133416
C3_distance_stratified_random_10740,probability_sample,distance_stratified_random,preferred,3,10925,4,10740,109,116,7.724086993343994,45.10611398716558,1399650.0,4995550.0,10_11,D25_50,0.279449260581336,0.5838462743542491,0,1.1600070402920504,0.5761607659378009,0.4966873009604693,3,False,C3_component_0044,318,0.75,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.2758197105810806,9.734118312551464,0.3124475080960535,0.0,0.169415666713305,500,0.1969963492132438,16.941566671330506,0.0,0,0.0,,281,0.9702317764648034
C3_distance_stratified_random_11282,probability_sample,distance_stratified_random,preferred,3,10925,4,11282,115,69,7.664234567343398,45.110830304580006,1394950.0,4996150.0,11_6,D25_50,0.3278939316675165,0.6141180311103154,2,1.122959835514493,0.508841804404177,0.4531255600704963,3,False,C3_component_0036,430,1.0,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.2223935638591724,8.746975781095049,0.3775562785216366,0.0394469950005545,0.1251579245517607,500,0.2586085513203843,16.46049195523153,3.944699500055453,253,10.12,11.646825396825395,355,0.9475578935127004
C3_distance_stratified_random_11492,probability_sample,distance_stratified_random,preferred,3,10925,4,11492,117,103,7.707404144004054,45.1131275819414,1398350.0,4996350.0,11_10,D25_50,0.3064762876083631,0.6013737894122669,2,0.8683135467889229,0.2669397573766553,0.3074232324991531,3,False,C3_component_0044,318,0.75,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.2059092078350818,12.072589967820203,0.1883870193454635,0.0391610008564085,0.1881521655512215,500,0.2488420277370625,22.731316640763012,3.9161000856408585,182,7.28,15.770833333333334,68,0.9817101805041032
C3_distance_stratified_random_9978,probability_sample,distance_stratified_random,preferred,3,10925,4,9978,102,106,7.711520829482296,45.09967172921649,1398650.0,4994850.0,10_10,D50_75,0.7251402345741969,0.8089844794340366,1,0.9720230781498383,0.1630385987158013,0.1677312014300433,3,False,C3_component_0036,430,0.5,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.1377828700274976,11.099381225610426,0.24915539828223,0.0018167220464347,0.2704798445866843,500,0.1044685422075048,27.229656663311907,0.1816722046434763,22,0.88,11.0,188,0.9942587260401002
C3_distance_stratified_random_11018,probability_sample,distance_stratified_random,preferred,3,10925,4,11018,112,83,7.682089033034649,45.10833734507284,1396350.0,4995850.0,11_8,D50_75,0.706272310045895,0.7980868009192229,5,1.3586783761244363,0.5605915752052135,0.4126006456393848,3,False,C3_component_0036,430,1.0,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.3211789866472918,7.880972533928824,0.403179982310748,0.0179818764259659,0.0753110162318257,500,0.2969151447917313,9.329289265779176,1.7981876425965997,142,5.68,12.8,480,0.8755823764968902
C3_distance_stratified_random_12177,probability_sample,distance_stratified_random,preferred,3,10925,4,12177,127,105,7.709743153840266,45.12215561878387,1398550.0,4997350.0,12_10,D50_75,0.6287608363080062,0.7589197842938932,0,0.7649090721339052,0.0059892878400118,0.0078300651125802,3,False,C3_component_0053,2,0.25,490.0,3.0,0.0061224489795918,0.0832908380078191,0.0154291831979343,0.1080974464428791,8.163564081707985,0.2409421511957399,0.0311926095067831,0.1702464606013707,500,0.2127783665628467,20.14390701081538,3.1192609506783104,231,9.24,15.059360730593609,282,0.9659828864473596
C3_distance_stratified_random_2189,probability_sample,distance_stratified_random,preferred,3,10925,4,2189,32,69,7.665974183025491,45.03613700617376,1394950.0,4987850.0,3_6,D75_95,0.7842937276899541,0.8504359247055576,5,0.9413157051101548,0.0908797804045971,0.0965454840615478,3,False,C3_component_0004,174,0.5,392.0,3.0,0.0076530612244897,0.0666326704062553,0.0123433465583475,0.2381414946809341,16.000323662639722,0.4167073694829841,0.0134732952604101,0.0180670569455519,500,0.3381578176855969,3.1540352205962083,1.3473295260410163,70,2.8,10.27536231884058,222,0.8941557705230588
C3_distance_stratified_random_5499,probability_sample,distance_stratified_random,preferred,3,10925,4,5499,63,109,7.716119443039516,45.06461718222125,1398950.0,4990950.0,6_10,D75_95,0.8577256501784803,0.9132951743834214,1,1.1459654809247573,0.2326703065413352,0.2030343063680921,3,False,C3_component_0022,80,0.75,392.0,3.0,0.0076530612244897,0.0666326704062553,0.0123433465583475,0.1614042513256298,11.316315550840114,0.5312478913547174,0.0053653698784111,0.3104206299376459,500,0.1930996576001774,31.578599981605706,0.5365369878411116,46,1.84,12.0,522,0.9709812101115104
C3_distance_stratified_random_11643,probability_sample,distance_stratified_random,preferred,3,10925,4,11643,119,117,7.725157380979479,45.115127532707255,1399750.0,4996550.0,11_11,D75_95,0.7562468128505865,0.8298257571537605,0,0.9705681232358836,0.1407423660821226,0.1450102910992854,3,False,C3_component_0044,318,0.75,392.0,3.0,0.0076530612244897,0.0666326704062553,0.0123433465583475,0.2409322983648292,9.698534981765302,0.0599455144623435,0.0,0.0811867969851183,500,0.0920009049046298,8.118679698511832,0.0,0,0.0,,28,0.9661294500324794
C3_distance_stratified_random_672,probability_sample,distance_stratified_random,preferred,3,10925,4,672,15,39,7.6282636724071,45.02038718770009,1391950.0,4986150.0,1_3,D95_100,0.971443141254462,1.1363450035288434,5,1.2378175741054762,0.1014725705766328,0.0819769994378721,3,False,C3_component_0002,144,0.5,99.0,3.0,0.0303030303030303,0.0168281489036206,0.0031173247685622,0.2378209809913021,19.031945999913543,0.2402314283563695,0.0239430866688613,0.0427353159708168,500,0.0864904497148924,6.667840263967816,2.394308666886136,128,5.12,15.0390625,44,0.9996044120935136
C3_distance_stratified_random_10776,probability_sample,distance_stratified_random,preferred,3,10925,4,10776,110,48,7.637653553693367,45.10601539161907,1392850.0,4995650.0,11_4,D95_100,0.9648138704742478,1.105031656145676,1,1.3067535842782074,0.2017219281325311,0.1543687582414042,3,False,C3_component_0045,180,1.0,99.0,3.0,0.0303030303030303,0.0168281489036206,0.0031173247685622,0.0898207509603213,15.448825218926345,0.3198808803950236,0.0205019600424881,0.3181638317655594,500,0.3976477011079934,33.86657918080476,2.0501960042488165,153,6.12,9.605263157894736,116,0.9864099192351676
C3_distance_stratified_random_12052,probability_sample,distance_stratified_random,preferred,3,10925,4,12052,125,120,7.728850448356759,45.12056965995841,1400050.0,4997150.0,12_12,D95_100,0.9612442631310556,1.0870862796118788,1,1.575299006008667,0.4882127263967877,0.3099174979064906,3,False,C3_component_0044,318,1.0,99.0,3.0,0.0303030303030303,0.0168281489036206,0.0031173247685622,0.3550267966947054,12.128046057381871,0.1369556295460754,0.0,0.280305930218506,500,0.0669207789859124,28.030593021850603,0.0,0,0.0,,21,0.92163179370334
C3_risk_boundary_9673,purposive_stress,risk_boundary,not_applicable,3,10925,4,9673,99,119,7.728099308685618,45.097157159923306,1399950.0,4994550.0,9_11,D75_95,0.9224885262621112,0.9910338554773912,1,0.9914377728090312,0.0004039173316396,0.000407405631213,3,False,C3_component_0044,318,0.75,,,,0.0,0.0,0.1629499942162259,6.814983857727562,0.3399054801319531,0.0233352730726691,0.2819140024487414,500,0.1715819493054864,30.524927552141055,2.3335273072669116,206,8.24,15.216666666666669,488,0.9451548938415144
C3_risk_cleanup_8864,purposive_stress,risk_cleanup,not_applicable,3,10925,4,8864,91,107,7.713013943013888,45.08978679937965,1398750.0,4993750.0,9_10,D75_95,0.9235084140744518,0.992290124746512,4,1.064261540009546,0.0719714152630323,0.0676256846248402,4,True,C3_component_0041,1,0.0,,,,0.0,0.0,0.3123886666850785,10.860575556059452,0.468706248898896,0.0607291351395309,0.1166344583328394,500,0.2711589895232866,17.73635934723704,6.072913513953098,393,15.72,14.854972375690608,317,0.8199618809790432
C3_risk_morphology_extreme_11039,purposive_stress,risk_morphology_extreme,not_applicable,3,10925,4,11039,112,104,7.708776594998907,45.10864232005814,1398450.0,4995850.0,11_10,D95_100,1.0,2.632436836512123,1,2.706843929647624,0.0744070931355005,0.0274885050890934,1,True,C3_component_0049,1,0.0,,,,0.0,0.0,0.0107955160968782,27.335584401226782,0.0976257846738172,0.0031734479306499,0.3960388766724902,500,0.1086996246508186,39.92123246031402,0.3173447930649971,16,0.64,16.8,37,0.8333244431143604
C4_distance_stratified_random_1957,probability_sample,distance_stratified_random,preferred,4,5210,4,1957,30,54,7.646978443988107,45.034113103816914,1393450.0,4987650.0,3_5,D00_25,0.1376085504342017,0.399923897496971,5,0.8567626600513011,0.4568387625543299,0.5332150709357192,4,False,C4_component_0002,491,1.0,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2735651700601651,15.29464840166266,0.7479401650061529,0.0713991833123393,0.0640748819280296,500,0.3169447825049619,13.547406524036898,7.139918331233937,328,13.12,13.116923076923078,314,0.8613829410369319
C4_distance_stratified_random_3945,probability_sample,distance_stratified_random,preferred,4,5210,4,3945,49,67,7.663079317344611,45.05140600994246,1394750.0,4989550.0,4_6,D00_25,0.2177688710754843,0.47527670210271,5,1.194872423977528,0.7195957218748179,0.6022364458620657,4,False,C4_component_0002,491,1.0,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2870176625362736,18.3924225703856,0.6231522320861709,0.083321472547178,0.0375403875724444,500,0.3645177147058126,12.08618601196225,8.332147254717809,497,19.88,14.20123203285421,379,0.9585107758033778
C4_distance_stratified_random_5551,probability_sample,distance_stratified_random,preferred,4,5210,4,5551,64,40,7.628478901617562,45.06449805431045,1392050.0,4991050.0,6_4,D00_25,0.0948563794255177,0.3580242270943107,5,0.790654434166371,0.43263020707206,0.5471798909572992,4,False,C4_component_0015,139,0.75,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2514869126962148,17.926027044691246,0.7746620238798018,0.0637089040910792,0.0679207947614494,500,0.3213785130359237,13.16296988525287,6.3708904091079255,380,15.2,17.11436170212766,245,0.9856886100451204
C4_distance_stratified_random_612,probability_sample,distance_stratified_random,preferred,4,5210,4,612,14,42,7.632091667393316,45.01953294938055,1392250.0,4986050.0,1_4,D25_50,0.2818971275885104,0.5250545343315505,5,0.6703568195045627,0.1453022851730114,0.2167536466331457,4,False,C4_component_0001,47,0.5,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2505332458523468,16.686862472712214,0.6499096792205816,0.0541117966148783,0.0552245763928591,500,0.2734284202592708,10.933637300773755,5.411179661487839,309,12.36,14.6523178807947,218,0.9409326206272184
C4_distance_stratified_random_4373,probability_sample,distance_stratified_random,preferred,4,5210,4,4373,53,91,7.6934669207674125,45.05535850931726,1397150.0,4989950.0,5_9,D25_50,0.4816299265197061,0.6544479782948782,5,0.846013410776,0.1915654324811213,0.2264330920066731,4,False,C4_component_0010,161,0.5,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2085951058278036,13.720472765109372,0.64163854489522,0.0550616967462917,0.1000879792574886,500,0.317726520213249,15.514967600378036,5.506169674629173,289,11.56,15.328125,435,0.9642391959845796
C4_distance_stratified_random_5216,probability_sample,distance_stratified_random,preferred,4,5210,4,5216,61,66,7.661557754662083,45.06219018259696,1394650.0,4990750.0,6_6,D25_50,0.4308617234468938,0.6258149744524961,5,1.0623565880924537,0.4365416136399572,0.410918159244254,4,False,C4_component_0017,161,1.0,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.3175775895412994,18.463889380145243,0.7121490271425728,0.0775601041189069,0.0065333574471155,500,0.319993101533791,8.409346156602249,7.756010411890692,624,24.96,12.35892857142857,275,0.9394015739737912
C4_distance_stratified_random_964,probability_sample,distance_stratified_random,preferred,4,5210,4,964,19,71,7.668783960922364,45.02446758581261,1395150.0,4986550.0,1_7,D50_75,0.7120908483633934,0.7825937551024267,2,1.1073407841595384,0.3247470290571114,0.2932674689694478,4,False,C4_component_0005,17,0.6666666666666666,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.1636199626644484,18.51537828848239,0.4758469481855444,0.0607424157613021,0.2073932873385862,500,0.3547331352727538,26.813570309988837,6.074241576130216,396,15.84,13.027855153203342,135,0.8758036118842368
C4_distance_stratified_random_5125,probability_sample,distance_stratified_random,preferred,4,5210,4,5125,60,95,7.698402586035936,45.06171605708436,1397550.0,4990650.0,6_9,D50_75,0.6479625918503674,0.7392812785691183,2,0.8393474496127774,0.100066171043659,0.1192190088738856,4,False,C4_component_0010,161,0.5,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.1932549900326464,13.220002251442208,0.4603363717354928,0.086394781881316,0.1190479989632083,500,0.2599367048150024,20.54427808445244,8.639478188131603,583,23.32,16.79137323943662,373,0.9733952513916476
C4_distance_stratified_random_5733,probability_sample,distance_stratified_random,preferred,4,5210,4,5733,65,102,7.707189761217508,45.06631673638208,1398250.0,4991150.0,6_10,D50_75,0.554442217768871,0.6914418085684206,2,1.0072756670255276,0.3158338584571066,0.3135525544757376,4,False,C4_component_0010,161,1.0,374.0,3.0,0.0080213903743315,0.0832776664439991,0.0117765602367907,0.2144231656445519,13.35958386984189,0.5426843066975008,0.0931458938232568,0.1134293692232647,500,0.2530949486221049,20.65752630465216,9.314589382325684,537,21.48,16.317120622568094,442,0.9429745195218444
C4_distance_stratified_random_4239,probability_sample,distance_stratified_random,preferred,4,5210,4,4239,52,58,7.651589896749479,45.05397137932152,1393850.0,4989850.0,5_5,D75_95,0.9091516366065464,0.9990204031518022,5,1.1368012731741064,0.1377808700223037,0.1212004888397076,4,False,C4_component_0014,6,0.5,300.0,3.0,0.01,0.0668002672010688,0.0094464386926128,0.2337737464930544,22.40683739966268,0.9626673792936028,0.0577735378275198,0.0218858563379933,500,0.4453941641987899,7.965939416551324,5.777353782751985,512,20.48,12.753048780487806,356,0.973630445786955
C4_distance_stratified_random_6456,probability_sample,distance_stratified_random,preferred,4,5210,4,6456,71,90,7.691827728085912,45.071542722102734,1397050.0,4991750.0,7_9,D75_95,0.8851035404141616,0.9579032005196692,2,1.6507631893218295,0.6928599888021586,0.4197210074007048,4,False,C4_component_0019,71,1.0,300.0,3.0,0.01,0.0668002672010688,0.0094464386926128,0.282641952776075,17.74476833725506,0.5297516594111149,0.1197738545736455,0.0897078512114287,500,0.3226867645703934,20.948170578507433,11.977385457364557,765,30.6,15.254335260115608,272,0.9913036443103816
C4_distance_stratified_random_7004,probability_sample,distance_stratified_random,preferred,4,5210,4,7004,75,118,7.727308604439331,45.07554445049082,1399850.0,4992150.0,7_11,D75_95,0.8690714762859052,0.9290546301248058,2,1.354181577677335,0.4251269475525286,0.3139364429116646,4,False,C4_component_0018,98,0.75,300.0,3.0,0.01,0.0668002672010688,0.0094464386926128,0.1180266413289187,19.262716136993873,0.41015415431151,0.1037166044845433,0.1241935913938737,500,0.2382349579391058,22.79101958784171,10.371660448454332,648,25.92,18.3786078098472,127,0.962360409296673
C4_distance_stratified_random_247,probability_sample,distance_stratified_random,preferred,4,5210,4,247,8,44,7.634757703163352,45.01416382778165,1392450.0,4985450.0,0_4,D95_100,0.9625918503674016,1.1752608697265232,2,1.4721403127330983,0.2968794430065735,0.2016651812593887,4,False,C4_component_0001,47,0.75,75.0,3.0,0.04,0.0167000668002672,0.0023616096731532,0.1378170526316751,16.7371028494306,0.5290660186573313,0.1287186435047916,0.1337967130973288,500,0.3584280182964561,26.25153566021205,12.871864350479164,742,29.68,12.835755813953488,161,0.9975919624921188
C4_distance_stratified_random_1734,probability_sample,distance_stratified_random,preferred,4,5210,4,1734,28,44,7.634329677405086,45.03216214544076,1392450.0,4987450.0,2_4,D95_100,0.9565798263193052,1.1570383983837629,3,1.212233859930573,0.0551954615468099,0.0455320242828154,4,False,C4_component_0008,1,0.0,75.0,3.0,0.04,0.0167000668002672,0.0023616096731532,0.3320171930005548,12.807446663218352,0.2500520284990684,0.063596902731995,0.0376568187113741,500,0.2697702871516133,10.125372144336929,6.359690273199507,450,18.0,13.039877300613496,52,0.9948400672487304
C4_distance_stratified_random_9106,probability_sample,distance_stratified_random,preferred,4,5210,4,9106,94,50,7.640536920204033,45.09164719567556,1393050.0,4994050.0,9_5,D95_100,0.9792919171676688,1.324527252189922,3,1.3644696713016164,0.0399424191116941,0.0292732187103812,4,False,C4_component_0035,1,0.0,75.0,3.0,0.04,0.0167000668002672,0.0023616096731532,0.4248650275497455,16.10895935395009,0.177338025384832,0.0551118376715231,0.1500533552577333,500,0.1725021444562449,20.51651929292565,5.511183767152318,466,18.64,8.5962441314554,29,0.9977257691363036
C4_risk_boundary_5707,purposive_stress,risk_boundary,not_applicable,4,5210,4,5707,65,76,7.674172493913885,45.065938049938424,1395650.0,4991150.0,6_7,D75_95,0.7875751503006012,0.840867434258263,5,0.8410031909773942,0.0001357567191306,0.0001614223591386,4,False,C4_component_0017,161,0.5,,,,0.0,0.0,0.3685284941496221,18.522727501230563,0.7057323367936831,0.0618584009300769,0.0,500,0.4008597164119123,4.062956223578464,6.185840093007692,479,19.16,14.162004662004662,423,0.9930459650837462
C4_risk_cleanup_9490,purposive_stress,risk_cleanup,not_applicable,4,5210,4,9490,98,38,7.625205382160339,45.09506423480099,1391850.0,4994450.0,9_3,D95_100,0.9993319973279892,2.1822683418650093,3,2.202063599110166,0.0197952572451547,0.0089894121373941,3,True,C4_component_0037,1,0.0,,,,0.0,0.0,0.0130816380199545,26.160935188908013,0.0798224916071248,0.0200093546200329,0.0598643192680358,500,0.0932537996906282,7.987367388806878,2.0009354620032975,94,3.76,13.825,19,0.9324949303660012
C4_risk_morphology_extreme_4954,purposive_stress,risk_morphology_extreme,not_applicable,4,5210,4,4954,59,43,7.632395710827075,45.06004421465288,1392350.0,4990550.0,5_4,D95_100,1.0,2.6284061044170444,2,2.6972806567517345,0.0688745523346852,0.0255348112041218,4,False,C4_component_0015,139,0.75,,,,0.0,0.0,0.0891104752921463,15.930555236712804,0.3376172232268214,0.1986992921640858,0.0607197854560967,500,0.3559790900830397,25.941907762018264,19.869929216408583,1483,59.32,15.602601156069364,137,0.939345084309447
