variable,median,q25,q75,iqr
built_frac,0.1996786343867495,0.0721922027196386,0.3129882465904608,0.2407960438708222
avg_height_m,12.128270487987852,8.025091434439933,15.42394553132082,7.398854096880887
facade_to_site_ratio,0.3762960217378092,0.1334123313140693,0.7019553386600891,0.5685430073460198
uwg_treecover,0.0252554127827896,0.0026451834519548,0.0523249129318297,0.049679729479874896
uwg_grasscover,0.1138142472153049,0.0459233616821509,0.2489580525354894,0.20303469085333847
