grid_id,grid_row,grid_col,center_x_3003,center_y_3003,center_lon,center_lat,fit_eligible,edge_support,qa_score,qa_reasons,exclusion_reason,assignment_status,building_fraction,avg_height_m,facade_to_site_ratio,uwg_tree_cover_fraction,uwg_grass_cover_fraction,road_fraction,green_pct,tree_canopy_pct,tree_count,tree_density_ha,tree_mean_height_m,building_count,height_valid_footprint_frac,cluster_k4_provisional,cluster_k4_label,distance_to_medoid_k4,distance_ratio_p95_k4,outlier_gt_cluster_p99_k4,cluster_k7_provisional,cluster_k7_label,distance_to_medoid_k7,distance_ratio_p95_k7,outlier_gt_cluster_p99_k7,cluster_k8_provisional,cluster_k8_label,distance_to_medoid_k8,distance_ratio_p95_k8,outlier_gt_cluster_p99_k8,epw_category,epw_category_name,representative_k7_cluster,representative_grid_id,epw_filename,release_version,archived_building_fraction,archived_avg_height_m,archived_facade_to_site_ratio,archived_uwg_tree_cover_fraction,archived_uwg_grass_cover_fraction,canopy_area_delta_m2,canopy_corrected_gt_2p5_m2,archived_k4,archived_k7,archived_k8,c6_out_of_domain,epw_recommendation_available,recommendation_status
378,11,14,1389450.0,4985750.0,7.596630684713582,45.01640200340369,False,True,1,municipal_boundary_support_incomplete,municipal_edge_support,edge_provisional,0.0223384189880796,7.027581722249414,0.03651616683009,0.0,0.0858469083855407,0.0196687723569148,8.584690838554074,0.0,0,0.0,,38,0.9950864830661116,1.0,"open, low-rise, mixed-green",0.4553307045173947,0.3621506599977254,False,0.0,"open, low-rise, mixed-green",0.2729524339677306,0.3204401065965174,False,0.0,"open, low-rise, mixed-green",0.29549645800032315,0.3362718826876933,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0223384189880796,7.027581722249414,0.03651616683009,0.0,0.0858469083855407,0.0,False,1.0,0.0,0.0,False,True,provisional
379,11,15,1389550.0,4985750.0,7.597899431202616,45.01641759358404,False,True,1,municipal_boundary_support_incomplete,municipal_edge_support,edge_provisional,0.0223384189880796,7.0275817222494155,0.03651616683009,0.0,0.0858227485867293,0.0481716428406253,8.582274858672939,0.0,0,0.0,,38,0.9950864830661116,1.0,"open, low-rise, mixed-green",0.455362988524874,0.36217633732301885,False,0.0,"open, low-rise, mixed-green",0.27306624532859197,0.32057371861116835,False,0.0,"open, low-rise, mixed-green",0.2956008780810543,0.33639071164887774,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0223384189880796,7.0275817222494155,0.03651616683009,0.0,0.0858227485867293,0.0,False,1.0,0.0,0.0,False,True,provisional
380,11,16,1389650.0,4985750.0,7.599168178724669,45.016433169673725,False,True,1,municipal_boundary_support_incomplete,municipal_edge_support,edge_provisional,0.0238136746730044,6.800625464923237,0.0395958752033572,0.0,0.095464874802196,0.1118060366111965,9.546487480219604,0.0,0,0.0,,44,0.9953908751387014,1.0,"open, low-rise, mixed-green",0.4459456374742708,0.3546861771722313,False,0.0,"open, low-rise, mixed-green",0.2302102472868677,0.2702617269532599,False,0.0,"open, low-rise, mixed-green",0.2390427109186368,0.27202810817885376,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0238136746730044,6.800625464923237,0.0395958752033572,0.0,0.095464874802196,0.0,False,1.0,0.0,0.0,False,True,provisional
381,11,17,1389750.0,4985750.0,7.600436927278806,45.01644873167277,True,False,0,,,fit_member,0.0233335302768185,6.4011762920552195,0.0379918307608764,0.0,0.0721800036390405,0.1401447168538918,7.218000363904058,0.0,0,0.0,,47,0.9894370284180128,1.0,"open, low-rise, mixed-green",0.49883925592221345,0.3967555097266725,False,0.0,"open, low-rise, mixed-green",0.3518078189006649,0.41301458042079625,False,0.0,"open, low-rise, mixed-green",0.33403759639055264,0.38013129560625775,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0233335302768185,6.4011762920552195,0.0379918307608764,0.0,0.0721800036390405,0.0,False,1.0,0.0,0.0,False,True,candidate
382,11,18,1389850.0,4985750.0,7.6017056768640945,45.01646427958112,True,False,0,,,fit_member,0.0292399020705059,6.978394200875033,0.0329800030107236,0.0011436413292423,0.038823820793992,0.1530036231802414,3.9967462123234463,0.11436413292423223,13,0.52,11.8,38,0.9829601925354468,1.0,"open, low-rise, mixed-green",0.5431281225637269,0.43198098897867093,False,0.0,"open, low-rise, mixed-green",0.4971458290011116,0.5836381823873527,False,0.0,"open, low-rise, mixed-green",0.5084315469622849,0.578589789778925,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0292399020705059,6.978394200875033,0.0329800030107236,0.0011436413292423,0.0388238207939921,5.684341886080803e-14,False,1.0,0.0,0.0,False,True,candidate
383,11,19,1389950.0,4985750.0,7.602974427479596,45.01647981339874,True,False,0,,,fit_member,0.0301041752381465,7.222580234787574,0.031929124125386,0.0027039291056665,0.0376997296217544,0.1495291958607667,4.0403658727421075,0.27039291056665593,32,1.28,11.045454545454543,41,0.973117404161377,1.0,"open, low-rise, mixed-green",0.5320478020254495,0.42316817368615384,False,0.0,"open, low-rise, mixed-green",0.5024696799219018,0.589888265347828,False,0.0,"open, low-rise, mixed-green",0.5249580833844505,0.597396815604535,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0301041752381465,7.222580234787574,0.031929124125386,0.0027039291056665,0.0376997296217545,1.1368683772161605e-13,False,1.0,0.0,0.0,False,True,candidate
384,11,20,1390050.0,4985750.0,7.604243179124386,45.016495333125576,True,False,0,,,fit_member,0.0423806755124866,8.66208860941999,0.065242740733698,0.0041415229796671,0.05269510549581,0.1537165863438054,5.683662847547719,0.4141522979667101,53,2.12,9.970588235294118,64,0.9551144937648934,1.0,"open, low-rise, mixed-green",0.4371300746809357,0.3476746537845399,False,0.0,"open, low-rise, mixed-green",0.47434664370718205,0.5568724442706365,False,0.0,"open, low-rise, mixed-green",0.5560895402413983,0.632824088333757,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0423806755124866,8.66208860941999,0.065242740733698,0.0041415229796671,0.05269510549581,0.0,False,1.0,0.0,0.0,False,True,candidate
385,11,21,1390150.0,4985750.0,7.605511931797525,45.01651083876166,True,False,0,,,fit_member,0.0845203791111831,9.3092628086255,0.1251725365398076,0.0056410521954297,0.0639807664917731,0.1174112790725985,6.962181868720295,0.5641052195429769,73,2.92,10.25,89,0.9494856973915184,1.0,"open, low-rise, mixed-green",0.3302919627879836,0.26270016743630964,False,0.0,"open, low-rise, mixed-green",0.5313397028257411,0.6237810322386477,False,0.0,"open, low-rise, mixed-green",0.6304621878099264,0.7174593844303007,False,A,Open low-rise,1.0,3788.0,torino_urban_epw_A_v0.2.0.epw,0.2.0,0.0845203791111831,9.3092628086255,0.1251725365398076,0.0056410521954297,0.0639807664917731,0.0,False,1.0,0.0,0.0,False,True,candidate
386,11,22,1390250.0,4985750.0,7.606780685498081,45.01652633030693,True,False,0,,,fit_member,0.1165516436562105,10.657941239827634,0.273347669072881,0.0088001743382307,0.0830706600743395,0.1202019020180542,9.18708344125704,0.8800174338230743,97,3.88,10.21311475409836,177,0.8924098708384629,1.0,"open, low-rise, mixed-green",0.48360014717247857,0.38463497132076147,False,3.0,"moderate-density, mid-rise, mixed-green",0.5792351451882783,0.5514601139716571,False,4.0,"moderate-density, mid-rise, mixed-green",0.7246252900784301,0.6505881789381949,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1165516436562105,10.657941239827634,0.273347669072881,0.0088001743382307,0.0830706600743396,4.547473508864641e-13,False,1.0,3.0,4.0,False,True,candidate
387,11,23,1390350.0,4985750.0,7.608049440225122,45.01654180776132,True,False,0,,,fit_member,0.1121260602379067,12.200779549230862,0.3518970068589397,0.0124959816410746,0.1147690300177201,0.1808959105914977,12.726501165879489,1.2495981641074687,122,4.88,11.976470588235294,200,0.8708943208980493,1.0,"open, low-rise, mixed-green",0.7173593772417302,0.5705571123278491,False,3.0,"moderate-density, mid-rise, mixed-green",0.43779412188795025,0.4168013601349688,False,4.0,"moderate-density, mid-rise, mixed-green",0.5234428062547127,0.46996110508742084,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1121260602379067,12.200779549230862,0.3518970068589397,0.0124959816410746,0.1147690300177201,0.0,False,1.0,3.0,4.0,False,True,candidate
388,11,24,1390450.0,4985750.0,7.609318195977716,45.01655727112486,True,False,0,,,fit_member,0.1523777587918553,11.540342689412334,0.373571746958836,0.0120375702435582,0.1220458938794267,0.2045876225779553,13.408346412298505,1.203757024355825,114,4.56,11.975903614457833,211,0.906887239186976,1.0,"open, low-rise, mixed-green",0.6945412066964111,0.5524085107928689,False,3.0,"moderate-density, mid-rise, mixed-green",0.28086512255086643,0.26739729759011616,False,4.0,"moderate-density, mid-rise, mixed-green",0.4081932994528899,0.3664869815916655,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1523777587918553,11.540342689412334,0.373571746958836,0.0120375702435582,0.1220458938794267,4.547473508864641e-13,False,1.0,3.0,4.0,False,True,candidate
389,11,25,1390550.0,4985750.0,7.610586952754927,45.01657272039748,True,False,0,,,fit_member,0.1963516954134107,10.773963671481408,0.371778132378287,0.0115950842072403,0.1011480594461328,0.2114467109805652,11.274314365337329,1.1595084207240336,107,4.28,12.228915662650602,214,0.9276572497285502,1.0,"open, low-rise, mixed-green",0.6962370260911913,0.5537572933523661,False,3.0,"moderate-density, mid-rise, mixed-green",0.29535139413407185,0.2811889347942126,False,4.0,"moderate-density, mid-rise, mixed-green",0.48683427017585246,0.4370929715192962,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1963516954134107,10.773963671481408,0.371778132378287,0.0115950842072403,0.1011480594461329,4.547473508864641e-13,False,1.0,3.0,4.0,False,True,candidate
390,11,26,1390650.0,4985750.0,7.611855710555822,45.01658815557916,True,False,0,,,fit_member,0.2139558888718429,9.827781069530396,0.3535528714523075,0.0113138971264861,0.1007231272805545,0.214519578627071,11.20370244070408,1.1313897126486159,104,4.16,11.688888888888888,239,0.9381631955213006,1.0,"open, low-rise, mixed-green",0.6559501867114815,0.521714856227358,False,3.0,"moderate-density, mid-rise, mixed-green",0.3844744742835582,0.366038454622236,False,4.0,"moderate-density, mid-rise, mixed-green",0.5678209964402963,0.5098050442001265,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2139558888718429,9.827781069530396,0.3535528714523075,0.0113138971264861,0.1007231272805546,9.094947017729282e-13,False,1.0,3.0,4.0,False,True,candidate
391,11,27,1390750.0,4985750.0,7.613124469379472,45.01660357666988,True,False,0,,,fit_member,0.2234846624384108,9.049327445374786,0.2681080307338683,0.0106948889268181,0.1154802631744267,0.2097653893342767,12.617515210124497,1.0694888926818111,110,4.4,11.388349514563108,178,0.9733193967361966,1.0,"open, low-rise, mixed-green",0.5674883467653906,0.45135607435024855,False,3.0,"moderate-density, mid-rise, mixed-green",0.4950154914072752,0.47127889524117217,False,4.0,"moderate-density, mid-rise, mixed-green",0.6717536820195059,0.6031186196010284,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2234846624384108,9.049327445374786,0.2681080307338683,0.0106948889268181,0.1154802631744268,4.547473508864641e-13,False,1.0,3.0,4.0,False,True,candidate
392,11,28,1390850.0,4985750.0,7.614393229224942,45.016618983669595,True,False,0,,,fit_member,0.231261393676746,8.99454302288123,0.2753411175362666,0.0112842451522614,0.1298054172076898,0.1830200840276076,14.108966235995137,1.128424515226142,132,5.28,10.03875968992248,154,0.9827232425529984,1.0,"open, low-rise, mixed-green",0.6060771619335941,0.4820479752983895,False,3.0,"moderate-density, mid-rise, mixed-green",0.48257798307894584,0.45943778059673096,False,4.0,"moderate-density, mid-rise, mixed-green",0.6456915785350794,0.5797193583864542,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.231261393676746,8.99454302288123,0.2753411175362666,0.0112842451522614,0.1298054172076899,0.0,False,1.0,3.0,4.0,False,True,candidate
393,11,29,1390950.0,4985750.0,7.615661990091294,45.01663437657828,True,False,0,,,fit_member,0.2138769310939788,8.874028887489576,0.3011736822581715,0.0138073522251145,0.1764726524085136,0.2026154856905004,19.028000463362822,1.3807352225114529,144,5.76,10.105633802816902,184,0.981343273325361,1.0,"open, low-rise, mixed-green",0.6495021666875244,0.5165863755776077,False,3.0,"moderate-density, mid-rise, mixed-green",0.4771610309061699,0.45428057788313003,False,4.0,"moderate-density, mid-rise, mixed-green",0.5584230415808938,0.5013673062113514,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2138769310939788,8.874028887489576,0.3011736822581715,0.0138073522251145,0.1764726524085136,0.0,False,1.0,3.0,4.0,False,True,candidate
394,11,30,1391050.0,4985750.0,7.616930751977603,45.01664975539592,True,False,0,,,fit_member,0.2121228135125632,8.650040382606619,0.3440167540104599,0.0157247014518231,0.2096388473705316,0.2008188153220034,22.53635488223548,1.5724701451823155,148,5.92,10.60135135135135,242,0.9825510757938624,1.0,"open, low-rise, mixed-green",0.7743366878508414,0.6158744397939496,False,3.0,"moderate-density, mid-rise, mixed-green",0.5539706902768714,0.5274071204670111,False,4.0,"moderate-density, mid-rise, mixed-green",0.5603597130334925,0.5031061022081229,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2121228135125632,8.650040382606619,0.3440167540104599,0.0157247014518231,0.2096388473705316,-9.094947017729282e-13,False,1.0,3.0,4.0,False,True,candidate
395,11,31,1391150.0,4985750.0,7.618199514882931,45.01666512012248,True,False,0,,,fit_member,0.196042354023492,9.376550330829536,0.397075270498349,0.0203619290012809,0.2344669895500667,0.2282765017686266,25.48289185513477,2.0361929001280914,179,7.16,11.039106145251395,261,0.9765121262102748,1.0,"open, low-rise, mixed-green",0.9093195060938303,0.7232340275179177,False,3.0,"moderate-density, mid-rise, mixed-green",0.5627761158257444,0.5357903151282606,False,4.0,"moderate-density, mid-rise, mixed-green",0.4835619334118357,0.4341549790902109,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.196042354023492,9.376550330829536,0.397075270498349,0.0203619290012809,0.2344669895500667,9.094947017729282e-13,False,1.0,3.0,4.0,False,True,candidate
396,11,32,1391250.0,4985750.0,7.619468278806339,45.01668047075788,True,False,0,,,fit_member,0.2166795936107718,9.797370440813792,0.5240582819973862,0.0201024983618379,0.2179018086687615,0.2561328416770069,23.800430703059956,2.010249836183796,167,6.68,11.41317365269461,369,0.9798091510300108,1.0,"open, low-rise, mixed-green",1.0429301287000685,0.8295022292436102,False,3.0,"moderate-density, mid-rise, mixed-green",0.5153780221230145,0.4906650177900776,False,4.0,"moderate-density, mid-rise, mixed-green",0.39278899413519647,0.3526565797527214,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2166795936107718,9.797370440813792,0.5240582819973862,0.0201024983618379,0.2179018086687615,0.0,False,1.0,3.0,4.0,False,True,candidate
397,11,33,1391350.0,4985750.0,7.620737043746908,45.01669580730214,True,False,0,,,fit_member,0.2470531670422951,8.980606915001253,0.5753010764331631,0.0171386784881919,0.2015018273562937,0.2602953980169231,21.86405058444857,1.7138678488191923,123,4.92,12.382113821138212,524,0.9821867416206964,1.0,"open, low-rise, mixed-green",1.0950028429668224,0.870918649556327,False,3.0,"moderate-density, mid-rise, mixed-green",0.6020776358838585,0.5732072793966532,False,4.0,"moderate-density, mid-rise, mixed-green",0.5287375216218493,0.47471484371049405,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2470531670422951,8.980606915001253,0.5753010764331631,0.0171386784881919,0.2015018273562937,0.0,False,1.0,3.0,4.0,False,True,candidate
398,11,34,1391450.0,4985750.0,7.62200580970369,45.01671112975525,True,False,0,,,fit_member,0.2411710612032722,8.962703883385803,0.5587266679127383,0.017263802222472,0.1681332502738539,0.2538668091313708,18.539705249632593,1.726380222247201,138,5.52,13.405797101449275,523,0.9767524548178091,1.0,"open, low-rise, mixed-green",1.0035964785561184,0.7982179182616633,False,3.0,"moderate-density, mid-rise, mixed-green",0.5222002402588604,0.4971601022510009,False,4.0,"moderate-density, mid-rise, mixed-green",0.4944679794943205,0.4439467221571025,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2411710612032722,8.962703883385803,0.5587266679127383,0.017263802222472,0.1681332502738539,9.094947017729282e-13,False,1.0,3.0,4.0,False,True,candidate
399,11,35,1391550.0,4985750.0,7.623274576675762,45.016726438117146,True,False,0,,,fit_member,0.1989300511366114,9.453417819590827,0.51000680591339,0.0226545667387764,0.1550404434360215,0.2552034887430305,17.7695010174798,2.2654566738776474,180,7.2,13.97222222222222,462,0.975940004505947,1.0,"open, low-rise, mixed-green",0.875057984156443,0.6959838714026994,False,3.0,"moderate-density, mid-rise, mixed-green",0.39833587873876836,0.3792351878387482,False,4.0,"moderate-density, mid-rise, mixed-green",0.3639973003716267,0.326806618578775,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1989300511366114,9.453417819590827,0.51000680591339,0.0226545667387764,0.1550404434360215,9.094947017729282e-13,False,1.0,3.0,4.0,False,True,candidate
400,11,36,1391650.0,4985750.0,7.624543344662188,45.01674173238779,True,False,0,,,fit_member,0.1627098189302903,9.69627512506456,0.4403193074009073,0.0298012800591137,0.1036397983073325,0.2419415141942115,13.344107836644634,2.980128005911378,219,8.76,14.949771689497718,405,0.9846528231890596,1.0,"open, low-rise, mixed-green",0.7741249935349811,0.6157060671464519,False,3.0,"moderate-density, mid-rise, mixed-green",0.4670802281364466,0.44468316189327256,False,4.0,"moderate-density, mid-rise, mixed-green",0.5112441524765429,0.4590088238798769,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1627098189302903,9.69627512506456,0.4403193074009073,0.0298012800591137,0.1036397983073325,-2.7284841053187847e-12,False,1.0,3.0,4.0,False,True,candidate
401,11,37,1391750.0,4985750.0,7.625812113662032,45.016757012567176,True,False,0,,,fit_member,0.1255623976990818,9.164210366411387,0.3153170519824302,0.0392340118392579,0.0829954678794258,0.2276047580982244,12.22294797186838,3.923401183925791,263,10.52,15.372623574144487,309,0.9866622121341412,1.0,"open, low-rise, mixed-green",0.7396966699492412,0.5883232441004945,False,3.0,"moderate-density, mid-rise, mixed-green",0.7311986666938263,0.6961367993992036,False,4.0,"moderate-density, mid-rise, mixed-green",0.790633505148319,0.7098521392570952,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1255623976990818,9.164210366411387,0.3153170519824302,0.0392340118392579,0.0829954678794258,-5.4569682106375694e-12,False,1.0,3.0,4.0,False,True,candidate
402,11,38,1391850.0,4985750.0,7.627080883674368,45.01677227865524,True,False,0,,,fit_member,0.1126209267028566,11.671642137485282,0.3199056358230323,0.0556266022715045,0.0537616851692333,0.2350554425146078,10.938828744073792,5.562660227150457,343,13.72,15.353801169590644,181,0.9568291914933722,2.0,"moderate-density, taller, mixed-green",0.9137062573999644,0.5533617515744431,False,3.0,"moderate-density, mid-rise, mixed-green",0.9660739291066983,0.9197495067000077,False,3.0,"moderate-density, mid-rise, mixed-green",0.7369290543880163,0.5194240726860753,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1126209267028566,11.671642137485282,0.3199056358230323,0.0556266022715045,0.0537616851692333,0.0,False,2.0,3.0,3.0,False,True,candidate
403,11,39,1391950.0,4985750.0,7.628349654698255,45.016787530652,True,False,0,,,fit_member,0.1340932573288755,16.257088860052498,0.4716084291558648,0.0764349889546061,0.0168562987654008,0.266228004376195,9.329128772000708,7.643498895460612,434,17.36,15.164733178654291,172,0.969666027308012,2.0,"moderate-density, taller, mixed-green",0.6908274332809169,0.4183811541400743,False,4.0,"moderate-density, taller, mixed-green",0.721394105726252,0.6432598163009113,False,3.0,"moderate-density, mid-rise, mixed-green",0.6584288837995378,0.464093266998843,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1340932573288755,16.257088860052498,0.4716084291558648,0.0764349889546061,0.0168562987654009,-7.275957614183426e-12,False,2.0,4.0,3.0,False,True,candidate
404,11,40,1392050.0,4985750.0,7.62961842673276,45.0168027685574,True,False,0,,,fit_member,0.1684519221963855,17.05962220055865,0.5949223857652778,0.0808796373509061,0.0075598087750094,0.2920157781346876,8.84394461259156,8.087963735090616,436,17.44,15.217592592592592,185,0.9681360374948564,2.0,"moderate-density, taller, mixed-green",0.7229383865153519,0.4378282939430732,False,4.0,"moderate-density, taller, mixed-green",0.5777136401424463,0.5151414006334837,False,5.0,"moderate-density, taller, mixed-green",0.6921379491528666,0.6778524072384059,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1684519221963855,17.05962220055865,0.5949223857652778,0.0808796373509061,0.0075598087750094,0.0,False,2.0,4.0,5.0,False,True,candidate
405,11,41,1392150.0,4985750.0,7.630887199776953,45.0168179923714,True,False,0,,,fit_member,0.1942875689312748,16.63522322989289,0.6886858451152869,0.089357828225816,0.0124303243659625,0.3222535964621906,10.178815259177863,8.935782822581604,463,18.52,15.09865470852018,218,0.9602711570622652,2.0,"moderate-density, taller, mixed-green",0.7221717382946176,0.43736399395734893,False,4.0,"moderate-density, taller, mixed-green",0.5510346222506348,0.49135199063976287,False,5.0,"moderate-density, taller, mixed-green",0.6865318831086653,0.6723620488960401,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1942875689312748,16.63522322989289,0.6886858451152869,0.089357828225816,0.0124303243659625,0.0,False,2.0,4.0,5.0,False,True,candidate
406,11,42,1392250.0,4985750.0,7.632155973829902,45.01683320209396,True,False,0,,,fit_member,0.206374493913535,18.058411969448617,0.7978722809761233,0.0987252865557028,0.0438091249400125,0.3382447439352772,14.253441149571549,9.872528655570285,541,21.64,14.426,216,0.9521470562410111,2.0,"moderate-density, taller, mixed-green",0.8577035173436245,0.5194451902293028,False,4.0,"moderate-density, taller, mixed-green",0.5879399427449095,0.5242600910709049,False,5.0,"moderate-density, taller, mixed-green",0.8069731740456468,0.7903174638425231,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.206374493913535,18.058411969448617,0.7978722809761233,0.0987252865557028,0.0438091249400125,-1.091393642127514e-11,False,2.0,4.0,5.0,False,True,candidate
407,11,43,1392350.0,4985750.0,7.63342474889067,45.01684839772512,True,False,0,,,fit_member,0.2111793775579343,18.28396783255539,0.7882425069859379,0.0911570491778547,0.0709918411377634,0.3410951737445492,16.214889031561817,9.115704917785475,538,21.52,13.73044397463002,211,0.9666883568368376,2.0,"moderate-density, taller, mixed-green",0.7566603933819963,0.45825112527995365,False,4.0,"moderate-density, taller, mixed-green",0.4089066644495142,0.3646179304351377,False,5.0,"moderate-density, taller, mixed-green",0.6593698186841959,0.6457606022072316,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2111793775579343,18.28396783255539,0.7882425069859379,0.0911570491778547,0.0709918411377634,0.0,False,2.0,4.0,5.0,False,True,candidate
408,11,44,1392450.0,4985750.0,7.634693524958328,45.01686357926481,True,False,0,,,fit_member,0.2083259918728739,16.05313633942491,0.7233508846159875,0.0819866241869067,0.0996502854640601,0.3234942113030633,18.163690965096695,8.198662418690677,499,19.96,13.809133489461358,219,0.9682715834653228,2.0,"moderate-density, taller, mixed-green",0.40140451134093424,0.2430999040299573,False,4.0,"moderate-density, taller, mixed-green",0.2258469870961975,0.2013854705471397,False,5.0,"moderate-density, taller, mixed-green",0.46300997096315616,0.4534535691575581,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.2083259918728739,16.05313633942491,0.7233508846159875,0.0819866241869068,0.0996502854640601,-7.275957614183426e-12,False,2.0,4.0,5.0,False,True,candidate
409,11,45,1392550.0,4985750.0,7.635962302031937,45.01687874671295,True,False,0,,,fit_member,0.1893094836549677,15.165782355589926,0.6641826348898631,0.0960913559274341,0.1443740652280427,0.3180790932990022,24.04654211554769,9.609135592743412,552,22.08,12.764644351464437,218,0.9716787566642768,2.0,"moderate-density, taller, mixed-green",0.36272254627666395,0.2196732066981296,False,4.0,"moderate-density, taller, mixed-green",0.5597178835805631,0.4990947668055859,False,3.0,"moderate-density, mid-rise, mixed-green",0.5898908495646498,0.41578426810104885,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1893094836549677,15.165782355589926,0.6641826348898631,0.0960913559274341,0.1443740652280427,-7.275957614183426e-12,False,2.0,4.0,3.0,False,True,candidate
410,11,46,1392650.0,4985750.0,7.63723108011057,45.01689390006955,True,False,0,,,fit_member,0.1809162003921808,14.85926770832069,0.5935742666527458,0.0857237115864631,0.2367720775161811,0.2848042398710905,32.24957891026443,8.572371158646314,503,20.12,12.050904977375566,191,0.9505108359155826,2.0,"moderate-density, taller, mixed-green",0.5211364262529798,0.31561233526100374,False,4.0,"moderate-density, taller, mixed-green",0.8036160680158405,0.7165763071600305,False,3.0,"moderate-density, mid-rise, mixed-green",0.7088436741983218,0.49962810661009704,False,C,Mixed/tall urban,4.0,5210.0,torino_urban_epw_C_v0.2.0.epw,0.2.0,0.1809162003921808,14.85926770832069,0.5935742666527458,0.0857237115864631,0.2367720775161811,0.0,False,2.0,4.0,3.0,False,True,candidate
411,11,47,1392750.0,4985750.0,7.638499859193291,45.01690903933461,True,False,0,,,fit_member,0.1763392503627082,12.801436135708103,0.4736376337805236,0.0759639347384972,0.2828839645900648,0.2752247093108849,35.884789932856215,7.596393473849725,444,17.76,11.603194103194102,183,0.917265794537642,2.0,"moderate-density, taller, mixed-green",0.7916631010365969,0.4794495787881026,False,2.0,"open, mid-rise, green",0.5386804178873724,0.284120620494657,False,3.0,"moderate-density, mid-rise, mixed-green",0.8500690313287431,0.5991707284275356,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.1763392503627082,12.801436135708103,0.4736376337805236,0.0759639347384972,0.2828839645900649,0.0,False,2.0,2.0,3.0,False,True,candidate
412,11,48,1392850.0,4985750.0,7.639768639279167,45.01692416450808,True,False,0,,,fit_member,0.1555568681841108,10.69561535767061,0.3607010589077069,0.0702036728363956,0.3427480194501361,0.2577678206457595,41.29516922865319,7.0203672836395645,384,15.36,11.71505376344086,172,0.9106277473039236,2.0,"moderate-density, taller, mixed-green",1.2277599429671164,0.7435599647599047,False,2.0,"open, mid-rise, green",0.5780370769433686,0.30487882521173326,False,1.0,"open, low-rise, green",0.9324173946240532,0.5924783070841564,False,B,Tree-rich mid-rise,2.0,10026.0,torino_urban_epw_B_v0.2.0.epw,0.2.0,0.1555568681841108,10.69561535767061,0.3607010589077069,0.0702036728363957,0.3427480194501361,-1.4551915228366852e-11,False,2.0,2.0,1.0,False,True,candidate
